"concept_id"	"concept_name"	"domain_id"	"vocabulary_id"	"concept_class_id"	"standard_concept"	"concept_code"	"valid_start_date"	"valid_end_date"	"invalid_reason"
1363387	"sorafenib"	"Drug"	"RxNorm"	"Ingredient"	"S"	495881	"2006-01-15"	"2099-12-31"	NULL
1365720	"samarium"	"Drug"	"RxNorm"	"Ingredient"	"S"	9549	"2008-06-29"	"2099-12-31"	NULL
1366310	"goserelin"	"Drug"	"RxNorm"	"Ingredient"	"S"	50610	"1970-01-01"	"2099-12-31"	NULL
1366362	"dimethicone 12500"	"Drug"	"RxNorm"	"Ingredient"	"S"	2109855	"2019-04-01"	"2099-12-31"	NULL
1366524	"dimethicone 500"	"Drug"	"RxNorm"	"Ingredient"	"S"	2118578	"2019-04-01"	"2099-12-31"	NULL
1366773	"histrelin"	"Drug"	"RxNorm"	"Ingredient"	"S"	50975	"1970-01-01"	"2099-12-31"	NULL
1367268	"irinotecan"	"Drug"	"RxNorm"	"Ingredient"	"S"	51499	"1970-01-01"	"2099-12-31"	NULL
1368823	"altretamine"	"Drug"	"RxNorm"	"Ingredient"	"S"	5296	"1970-01-01"	"2099-12-31"	NULL
1377141	"hydroxyurea"	"Drug"	"RxNorm"	"Ingredient"	"S"	5552	"1970-01-01"	"2099-12-31"	NULL
1378382	"paclitaxel"	"Drug"	"RxNorm"	"Ingredient"	"S"	56946	"1970-01-01"	"2099-12-31"	NULL
1378509	"topotecan"	"Drug"	"RxNorm"	"Ingredient"	"S"	57308	"1970-01-01"	"2099-12-31"	NULL
1379969	"interferon alfa-2a"	"Drug"	"RxNorm"	"Ingredient"	"S"	5879	"1970-01-01"	"2099-12-31"	NULL
1380068	"interferon alfa-2b"	"Drug"	"RxNorm"	"Ingredient"	"S"	5880	"1970-01-01"	"2099-12-31"	NULL
1380191	"interferon gamma-1b"	"Drug"	"RxNorm"	"Ingredient"	"S"	5882	"1970-01-01"	"2099-12-31"	NULL
1381661	"iron-dextran complex"	"Drug"	"RxNorm"	"Ingredient"	"S"	5992	"1970-01-01"	"2099-12-31"	NULL
1385645	"interferon alfa-n3"	"Drug"	"RxNorm"	"Ingredient"	"S"	612937	"2006-04-02"	"2099-12-31"	NULL
1387104	"trastuzumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	224905	"1970-01-01"	"2099-12-31"	NULL
1388796	"leucovorin"	"Drug"	"RxNorm"	"Ingredient"	"S"	6313	"1970-01-01"	"2099-12-31"	NULL
1389036	"mitomycin"	"Drug"	"RxNorm"	"Ingredient"	"S"	632	"1970-01-01"	"2099-12-31"	NULL
1389464	"levamisole"	"Drug"	"RxNorm"	"Ingredient"	"S"	6371	"1970-01-01"	"2099-12-31"	NULL
1389888	"bexarotene"	"Drug"	"RxNorm"	"Ingredient"	"S"	233272	"1970-01-01"	"2099-12-31"	NULL
1390051	"chlorambucil"	"Drug"	"RxNorm"	"Ingredient"	"S"	2346	"1970-01-01"	"2099-12-31"	NULL
1391846	"lomustine"	"Drug"	"RxNorm"	"Ingredient"	"S"	6466	"1970-01-01"	"2099-12-31"	NULL
1394023	"nilotinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	662281	"2007-12-30"	"2099-12-31"	NULL
1394337	"mechlorethamine"	"Drug"	"RxNorm"	"Ingredient"	"S"	6674	"1970-01-01"	"2099-12-31"	NULL
1395557	"fludarabine"	"Drug"	"RxNorm"	"Ingredient"	"S"	24698	"1970-01-01"	"2099-12-31"	NULL
1395773	"iron sucrose"	"Drug"	"RxNorm"	"Ingredient"	"S"	24909	"1970-01-01"	"2099-12-31"	NULL
1396423	"alpelisib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2169285	"2019-07-01"	"2099-12-31"	NULL
1396729	"polatuzumab vedotin"	"Drug"	"RxNorm"	"Ingredient"	"S"	2174090	"2019-07-01"	"2099-12-31"	NULL
1397141	"bevacizumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	253337	"1970-01-01"	"2099-12-31"	NULL
1397599	"cisplatin"	"Drug"	"RxNorm"	"Ingredient"	"S"	2555	"1970-01-01"	"2099-12-31"	NULL
1398399	"exemestane"	"Drug"	"RxNorm"	"Ingredient"	"S"	258494	"1970-01-01"	"2099-12-31"	NULL
1436650	"mercaptopurine"	"Drug"	"RxNorm"	"Ingredient"	"S"	103	"1970-01-01"	"2099-12-31"	NULL
1436678	"tamoxifen"	"Drug"	"RxNorm"	"Ingredient"	"S"	10324	"1970-01-01"	"2099-12-31"	NULL
1436776	"testolactone"	"Drug"	"RxNorm"	"Ingredient"	"S"	10378	"1970-01-01"	"2099-12-31"	NULL
1437379	"thioguanine"	"Drug"	"RxNorm"	"Ingredient"	"S"	10485	"1970-01-01"	"2099-12-31"	NULL
1500211	"medroxyprogesterone"	"Drug"	"RxNorm"	"Ingredient"	"S"	6691	"1970-01-01"	"2099-12-31"	NULL
1503501	"lanreotide"	"Drug"	"RxNorm"	"Ingredient"	"S"	68092	"1970-01-01"	"2099-12-31"	NULL
1506270	"methylprednisolone"	"Drug"	"RxNorm"	"Ingredient"	"S"	6902	"1970-01-01"	"2099-12-31"	NULL
1510939	"calaspargase pegol"	"Drug"	"RxNorm"	"Ingredient"	"S"	2121416	"2019-05-06"	"2099-12-31"	NULL
1511250	"erdafitinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2123125	"2019-05-06"	"2099-12-31"	NULL
1511646	"pamidronate"	"Drug"	"RxNorm"	"Ingredient"	"S"	11473	"1970-01-01"	"2099-12-31"	NULL
1517740	"paricalcitol"	"Drug"	"RxNorm"	"Ingredient"	"S"	73710	"1970-01-01"	"2099-12-31"	NULL
1518254	"dexamethasone"	"Drug"	"RxNorm"	"Ingredient"	"S"	3264	"1970-01-01"	"2099-12-31"	NULL
1521369	"norethindrone"	"Drug"	"RxNorm"	"Ingredient"	"S"	7514	"1970-01-01"	"2099-12-31"	NULL
1522957	"octreotide"	"Drug"	"RxNorm"	"Ingredient"	"S"	7617	"1970-01-01"	"2099-12-31"	NULL
1524674	"zoledronic acid"	"Drug"	"RxNorm"	"Ingredient"	"S"	77655	"1970-01-01"	"2099-12-31"	NULL
1559914	"encorafenib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2049106	"2018-08-06"	"2099-12-31"	NULL
1559930	"binimetinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2049122	"2018-08-06"	"2099-12-31"	NULL
1560123	"ivosidenib"	"Drug"	"RxNorm"	"Ingredient"	"S"	2049873	"2018-08-06"	"2099-12-31"	NULL
1592911	"ribociclib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1873916	"2017-08-07"	"2099-12-31"	NULL
1593273	"avelumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1875534	"2017-08-07"	"2099-12-31"	NULL
1593861	"niraparib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1918231	"2017-08-07"	"2099-12-31"	NULL
1594003	"midostaurin"	"Drug"	"RxNorm"	"Ingredient"	"S"	1919083	"2017-08-07"	"2099-12-31"	NULL
1594034	"durvalumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1919503	"2017-08-07"	"2099-12-31"	NULL
1594187	"brigatinib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1921217	"2017-08-07"	"2099-12-31"	NULL
1704758	"triclosan"	"Drug"	"RxNorm"	"Ingredient"	"S"	10795	"1970-01-01"	"2099-12-31"	NULL
1718346	"olaratumab"	"Drug"	"RxNorm"	"Ingredient"	"S"	1855735	"2017-01-03"	"2099-12-31"	NULL
1718850	"rucaparib"	"Drug"	"RxNorm"	"Ingredient"	"S"	1862579	"2017-01-03"	"2099-12-31"	NULL
1742253	"levofloxacin"	"Drug"	"RxNorm"	"Ingredient"	"S"	82122	"1970-01-01"	"2099-12-31"	NULL
1777806	"ceftriaxone"	"Drug"	"RxNorm"	"Ingredient"	"S"	2193	"1970-01-01"	"2099-12-31"	NULL
1797155	"peginterferon alfa-2b"	"Drug"	"RxNorm"	"Ingredient"	"S"	253453	"1970-01-01"	"2099-12-31"	NULL
19000815	"strontium"	"Drug"	"RxNorm"	"Ingredient"	"S"	10122	"2009-05-03"	"2099-12-31"	NULL
19002912	"nelarabine"	"Drug"	"RxNorm"	"Ingredient"	"S"	274771	"2006-02-26"	"2099-12-31"	NULL
19008264	"vinblastine"	"Drug"	"RxNorm"	"Ingredient"	"S"	11198	"1970-01-01"	"2099-12-31"	NULL
19009165	"plicamycin"	"Drug"	"RxNorm"	"Ingredient"	"S"	6995	"1970-01-01"	"2099-12-31"	NULL
19009405	"vitamin D"	"Drug"	"RxNorm"	"Ingredient"	"S"	11253	"1970-01-01"	"2099-12-31"	NULL
19010868	"abarelix"	"Drug"	"RxNorm"	"Ingredient"	"S"	301739	"1970-01-01"	"2099-12-31"	NULL
19011440	"everolimus"	"Drug"	"RxNorm"	"Ingredient"	"S"	141704	"2009-05-03"	"2099-12-31"	NULL
19012543	"valrubicin"	"Drug"	"RxNorm"	"Ingredient"	"S"	31435	"1970-01-01"	"2099-12-31"	NULL
19012585	"asparaginase"	"Drug"	"RxNorm"	"Ingredient"	"S"	1156	"1970-01-01"	"2099-12-31"	NULL
19015423	"BCG Vaccine"	"Drug"	"RxNorm"	"Ingredient"	NULL	1344	"1970-01-01"	"2019-05-05"	"D"
19015523	"bendamustine"	"Drug"	"RxNorm"	"Ingredient"	"S"	134547	"2008-04-27"	"2099-12-31"	NULL
19018483	"samarium Sm 153 lexidronam"	"Drug"	"RxNorm"	"Ingredient"	"S"	177906	"1970-01-01"	"2099-12-31"	NULL
19019942	"3-iodobenzylguanidine"	"Drug"	"RxNorm"	"Ingredient"	"S"	14448	"1970-01-01"	"2099-12-31"	NULL
19024728	"decitabine"	"Drug"	"RxNorm"	"Ingredient"	"S"	15657	"2006-11-19"	"2099-12-31"	NULL
19025194	"methyl 5-aminolevulinate"	"Drug"	"RxNorm"	"Ingredient"	"S"	337068	"1970-01-01"	"2099-12-31"	NULL
19025348	"ixabepilone"	"Drug"	"RxNorm"	"Ingredient"	"S"	337523	"2007-12-30"	"2099-12-31"	NULL
19026972	"lenalidomide"	"Drug"	"RxNorm"	"Ingredient"	"S"	342369	"2006-02-26"	"2099-12-31"	NULL
19031224	"pentostatin"	"Drug"	"RxNorm"	"Ingredient"	"S"	8011	"1970-01-01"	"2099-12-31"	NULL
19032407	"romiplostim"	"Drug"	"RxNorm"	"Ingredient"	"S"	805452	"2008-09-28"	"2099-12-31"	NULL
19033354	"petrolatum"	"Drug"	"RxNorm"	"Ingredient"	"S"	8091	"1970-01-01"	"2099-12-31"	NULL
19034726	"sirolimus"	"Drug"	"RxNorm"	"Ingredient"	"S"	35302	"1970-01-01"	"2099-12-31"	NULL
19035704	"calcium carbonate"	"Drug"	"RxNorm"	"Ingredient"	"S"	1897	"1970-01-01"	"2099-12-31"	NULL
